user_id,recomendations
1012,"[874972, 879755, 856060, 1070820, 977499]"
1013,"[874972, 1029743, 1082185, 1127831, 951590]"
1014,"[874972, 6534077, 1029743, 1082185, 1106523]"
1015,"[874972, 999104, 1134522, 862349, 1037332]"
1016,"[874972, 1029743, 951590, 1082185, 1127831]"
1017,"[874972, 1082185, 1106523, 1127831, 951590]"
1018,"[874972, 922561, 13115813, 1070820, 883068]"
1019,"[874972, 1015296, 1053690, 1106523, 1062002]"
1020,"[874972, 986912, 5569374, 1070820, 977481]"
1021,"[1110111, 830245, 1110572, 1008074, 1029743]"
1022,"[874972, 1029743, 1082185, 1127831, 951590]"
1023,"[9521679, 6034964, 833724, 1044259, 1007269]"
1024,"[12262830, 961269, 1067606, 1092026, 5569230]"
1025,"[906335, 8069350, 1126895, 846764, 8090521]"
1026,"[874972, 1029743, 1127831, 1082185, 951590]"
1027,"[874972, 1101010, 12352201, 1132771, 1029743]"
1028,"[874972, 1029743, 1127831, 1082185, 951590]"
1029,"[874972, 6034857, 828935, 1126899, 1048257]"
1030,"[874972, 1135834, 873887, 986912, 1101010]"
1031,"[874972, 1029743, 1082185, 1127831, 951590]"
1032,"[874972, 1082185, 1106523, 1127831, 951590]"
1033,"[874972, 1029743, 1127831, 1082185, 951590]"
1034,"[874972, 907647, 1126899, 981760, 1029743]"
1035,"[874972, 1029743, 1082185, 1127831, 951590]"
1036,"[874972, 1029743, 1127831, 1082185, 951590]"
1037,"[874972, 1029743, 1082185, 1127831, 951590]"
1038,"[874972, 5568197, 1106523, 1029743, 1082185]"
1039,"[874972, 940731, 9881592, 972665, 1029743]"
1040,"[874972, 865705, 939546, 1075368, 8090536]"
1041,"[874972, 983795, 9835509, 965693, 883003]"
1042,"[948670, 868764, 14106445, 862349, 856252]"
1043,"[874972, 1029743, 1082185, 1106523, 1127831]"
1044,"[874972, 1029743, 1082185, 1127831, 951590]"
1045,"[874972, 1055737, 909750, 908531, 995242]"
1046,"[874972, 823862, 1029743, 1082185, 1106523]"
1047,"[874972, 1029743, 1082185, 1106523, 1127831]"
1048,"[874972, 1029743, 951590, 1082185, 1127831]"
1049,"[874972, 1082185, 1106523, 1127831, 951590]"
1050,"[874972, 1110572, 5585510, 962229, 1092026]"
1051,"[874972, 1070820, 8090539, 865026, 972312]"
1052,"[874972, 1029743, 1082185, 1127831, 951590]"
1053,"[874972, 879528, 999250, 970030, 828935]"
1054,"[874972, 1106523, 951590, 1082185, 1127831]"
1055,"[874972, 1127831, 951590, 1029743, 1082185]"
1056,"[874972, 1029743, 1082185, 1127831, 951590]"
1057,"[874972, 1022254, 900842, 916990, 1039156]"
1058,"[874972, 1101010, 930283, 1038462, 5568721]"
1059,"[874972, 1029743, 1082185, 1127831, 951590]"
1060,"[874972, 1029743, 1082185, 1106523, 1127831]"
1061,"[1038663, 890695, 1061220, 1048727, 846823]"
1062,"[874972, 12302069, 849843, 826249, 1029743]"
1063,"[874972, 1029743, 951590, 1082185, 1127831]"
1064,"[874972, 901460, 965530, 975633, 1058997]"
1065,"[874972, 1127831, 995242, 1082185, 951590]"
1066,"[933354, 1062002, 832678, 898601, 995242]"
1067,"[848029, 962229, 9296919, 1126899, 1039156]"
1068,"[9835223, 1122358, 1133018, 844165, 909714]"
1069,"[9835223, 12524067, 903325, 962229, 983584]"
1070,"[874972, 965543, 1118012, 873627, 1096635]"
1071,"[874972, 1133018, 1031831, 947798, 1085604]"
1072,"[874972, 1029743, 1127831, 1082185, 951590]"
1073,"[874972, 916381, 909714, 1058997, 6979545]"
1074,"[874972, 5568249, 831063, 1058997, 854754]"
1075,"[874972, 8090539, 995242, 1023958, 972931]"
1076,"[874972, 951197, 1135681, 1029743, 1082185]"
1077,"[874972, 1068292, 995242, 840361, 951590]"
1078,"[874972, 12577242, 15926886, 12263788, 6034577]"
1079,"[874972, 1029743, 1127831, 1082185, 951590]"
1080,"[874972, 1053690, 1046756, 1029743, 1060005]"
1081,"[12810464, 951412, 998119, 1056509, 832678]"
1082,"[874972, 916993, 1118533, 1106523, 910473]"
1083,"[874972, 942525, 839419, 1029743, 1082185]"
1084,"[874972, 1095040, 951590, 981521, 1029743]"
1085,"[938138, 952317, 1040935, 5569327, 866211]"
1086,"[874972, 1056509, 6034857, 962229, 923746]"
1087,"[874972, 962229, 1106523, 1029743, 1082185]"
1088,"[874972, 12301073, 997011, 1068719, 1045478]"
1089,"[1029688, 8090521, 1106523, 891505, 948832]"
1090,"[874972, 1018050, 1051516, 1025650, 1029743]"
1091,"[874972, 1076199, 899624, 1029743, 1082185]"
1092,"[874972, 1110572, 908531, 947798, 5569327]"
1093,"[825343, 995242, 5566472, 844165, 1116376]"
1094,"[874972, 1073150, 1126895, 1075368, 983795]"
1095,"[874972, 1029743, 1082185, 1127831, 951590]"
1096,"[874972, 999250, 1029743, 1082185, 1106523]"
1097,"[917384, 1085333, 5568378, 992622, 914577]"
1098,"[874972, 995242, 1031831, 5585510, 8090521]"
1099,"[874972, 1029743, 1082185, 1127831, 951590]"
1100,"[874972, 951590, 1029743, 1082185, 1106523]"
1101,"[874972, 1082185, 1106523, 1127831, 951590]"
1102,"[12810391, 923670, 1076199, 835098, 12731544]"
1103,"[874972, 997309, 944466, 1126899, 871754]"
1104,"[874972, 1115576, 1029743, 1082185, 1106523]"
1105,"[874972, 1058997, 5569230, 1082185, 1018050]"
1106,"[874972, 8090532, 995242, 868764, 5569327]"
1107,"[874972, 1029743, 1127831, 1082185, 951590]"
1108,"[874972, 1062002, 833025, 1057260, 1077555]"
1109,"[874972, 1082185, 1058997, 981760, 978343]"
1110,"[874972, 1029743, 1082185, 1106523, 1127831]"
1111,"[874972, 833724, 1075214, 1028816, 969419]"
1112,"[874972, 8203451, 1075214, 5569471, 990688]"
1113,"[874972, 921836, 1006342, 1028816, 1119051]"
1114,"[874972, 870547, 6463775, 8090521, 1100972]"
1115,"[874972, 5569471, 1029743, 1082185, 1106523]"
1116,"[874972, 1082185, 1106523, 1127831, 951590]"
1117,"[874972, 1029743, 923746, 1029743, 1082185]"
1118,"[874972, 1029743, 1082185, 1127831, 951590]"
1119,"[874972, 1082185, 854852, 8090565, 948254]"
1120,"[874972, 1017195, 1029743, 1082185, 1106523]"
1121,"[874972, 8090509, 858419, 962229, 995242]"
1122,"[874972, 1029743, 1082185, 1127831, 951590]"
1123,"[874972, 5570408, 1104349, 1058997, 962229]"
1124,"[874972, 8090509, 840601, 916122, 1095068]"
1125,"[874972, 1029743, 951590, 1082185, 1127831]"
1126,"[874972, 1029743, 1127831, 1082185, 951590]"
1127,"[874972, 15926844, 1029743, 1082185, 1106523]"
1128,"[874972, 962229, 934369, 1044188, 1119051]"
1129,"[874972, 1137688, 1006342, 882247, 850058]"
1130,"[836445, 1038462, 934369, 1039156, 857902]"
1131,"[874972, 5585510, 949023, 5574409, 1083787]"
1132,"[836445, 1133018, 5592931, 922561, 965766]"
1133,"[874972, 982393, 1001702, 990004, 1029743]"
1134,"[874972, 862349, 1003188, 1112825, 981760]"
1135,"[874972, 1131488, 5570408, 995242, 890610]"
1136,"[825343, 1133018, 5569327, 1118533, 5574409]"
1137,"[874972, 821083, 992529, 995242, 885290]"
1138,"[874972, 13382327, 1015539, 1068719, 15926886]"
1139,"[874972, 965693, 9526673, 862349, 1028891]"
1140,"[874972, 1082185, 1106523, 1127831, 951590]"
1141,"[874972, 908531, 995242, 1044078, 1013999]"
1142,"[878715, 911311, 8293343, 1067695, 882826]"
1143,"[874972, 1029743, 1082185, 1127831, 951590]"
1144,"[874972, 1029743, 1082185, 1127831, 951590]"
1145,"[1038663, 1133018, 879755, 5585510, 1127232]"
1146,"[874972, 10284972, 905817, 980666, 959985]"
1147,"[874972, 1028995, 962229, 926905, 9526628]"
1148,"[874972, 1029743, 1127831, 1082185, 951590]"
1149,"[874972, 1135681, 1029743, 1082185, 1106523]"
1150,"[874972, 951590, 995242, 1082185, 1127831]"
1151,"[874972, 856060, 832678, 962266, 6602697]"
1152,"[1110111, 866211, 908181, 951590, 933067]"
1153,"[874972, 1029743, 1082185, 1127831, 951590]"
1154,"[874972, 6534035, 1003188, 1053690, 1106523]"
1155,"[848029, 824005, 12302069, 1016800, 1029743]"
1156,"[874972, 1029743, 1082185, 1127831, 951590]"
1157,"[874972, 1029743, 1082185, 1106523, 1127831]"
1158,"[874972, 1003649, 1133018, 1049735, 928049]"
1159,"[874972, 1044259, 1009046, 1107553, 8090532]"
1160,"[874972, 1000050, 934676, 8205218, 821556]"
1161,"[874972, 879755, 883068, 1096635, 1011572]"
1162,"[874972, 1106523, 1127831, 1082185, 951590]"
1163,"[874972, 868548, 911311, 1056509, 995242]"
1164,"[874972, 1034686, 1031260, 1070820, 1082185]"
1165,"[874972, 1029743, 1127831, 1082185, 951590]"
1166,"[874972, 853998, 5570408, 12263788, 967476]"
1167,"[874972, 7168026, 1001827, 1070820, 1082212]"
1168,"[874972, 852080, 10456371, 1019637, 908531]"
1169,"[12810464, 1051323, 13380863, 1004950, 985911]"
1170,"[874972, 1029743, 1082185, 1127831, 951590]"
1171,"[874972, 7166861, 1014802, 1038985, 1029743]"
1172,"[874972, 856772, 1067779, 963686, 1019028]"
1173,"[874972, 1029743, 1082185, 1127831, 951590]"
1174,"[874972, 1029743, 1082185, 1106523, 1127831]"
1175,"[874972, 972191, 858302, 944836, 888586]"
1176,"[874972, 1133018, 5569230, 1077588, 1068719]"
1177,"[874972, 1029743, 1082185, 1127831, 951590]"
1178,"[874972, 873964, 967476, 6464165, 1104343]"
1179,"[874972, 902172, 921504, 962229, 908531]"
1180,"[874972, 835243, 1092026, 1038985, 5590613]"
1181,"[874972, 1082185, 1127831, 1029743, 951590]"
1182,"[874972, 995242, 1101173, 842392, 12302069]"
1183,"[874972, 908531, 8090537, 881154, 1135460]"
1184,"[874972, 1029743, 1082185, 1127831, 951590]"
1185,"[874972, 934427, 1127758, 895930, 910673]"
1186,"[874972, 934948, 1126899, 1011300, 1018050]"
1187,"[874972, 1138858, 12810393, 1038462, 895930]"
1188,"[864893, 13842214, 1138189, 1106523, 12524174]"
1189,"[874972, 821083, 1055504, 1120443, 992529]"
1190,"[874972, 1031833, 913278, 995242, 1075214]"
1191,"[956599, 1053690, 981760, 1110572, 5569230]"
1192,"[874972, 995242, 1082212, 824005, 1026118]"
1193,"[874972, 8090532, 909714, 13842088, 834117]"
1194,"[1000753, 5587656, 940947, 1039156, 1106523]"
1195,"[874972, 1092026, 13841744, 1075368, 8090521]"
1196,"[874972, 1014802, 873056, 919596, 873627]"
1197,"[899019, 9858936, 890695, 13842090, 971922]"
1198,"[874972, 12384177, 1105623, 1029743, 1082185]"
1199,"[874972, 1082185, 1106523, 1127831, 951590]"
1200,"[874972, 1082185, 1106523, 1127831, 951590]"
1201,"[874972, 1031740, 1029743, 1082185, 1106523]"
1202,"[874972, 5995603, 1020682, 5567148, 1029743]"
1203,"[5995129, 9707137, 856060, 845193, 1133018]"
1204,"[874972, 845193, 903609, 962229, 9677886]"
1205,"[874972, 856252, 1053690, 1075368, 13381584]"
1206,"[874972, 898601, 849843, 962229, 1030093]"
1207,"[874972, 995242, 891141, 8090521, 1082185]"
1208,"[874972, 1029743, 1082185, 1106523, 1127831]"
1209,"[874972, 1033403, 883404, 1029743, 1082185]"
1210,"[874972, 1058997, 1028816, 1026118, 937928]"
1211,"[874972, 862349, 908318, 879504, 9396705]"
1212,"[874972, 1029743, 1082185, 1127831, 951590]"
1213,"[874972, 1106523, 1127831, 1082185, 951590]"
1214,"[874972, 942045, 1029743, 1082185, 1106523]"
1215,"[874972, 1029743, 1082185, 1127831, 951590]"
1216,"[874972, 999625, 9858742, 1065593, 1029743]"
1217,"[874972, 873964, 847982, 908531, 1124695]"
1218,"[874972, 844165, 948832, 1070820, 5569327]"
1219,"[874972, 1133018, 860975, 903567, 1127758]"
1220,"[874972, 1082185, 1106523, 1127831, 951590]"
1221,"[948670, 1110572, 949294, 1029743, 1070076]"
1222,"[874972, 854852, 1125123, 1037840, 5570383]"
1223,"[874972, 8090537, 982790, 1029743, 926025]"
1224,"[874972, 951590, 1127758, 1043590, 1029743]"
1225,"[874972, 961269, 5569327, 1029743, 5592931]"
1226,"[874972, 891752, 6534480, 13672065, 862349]"
1227,"[948670, 5569230, 1104343, 1082185, 15926886]"
1228,"[12262830, 1006483, 13842214, 983795, 1058997]"
1229,"[970747, 910109, 957736, 1070820, 1037332]"
1230,"[874972, 893501, 1029743, 1082185, 1106523]"
1231,"[874972, 970119, 10149640, 995242, 1132968]"
1232,"[874972, 1029743, 1127831, 1082185, 951590]"
1233,"[874972, 1029743, 951590, 1082185, 1127831]"
1234,"[933354, 6463451, 898847, 6533936, 916990]"
1235,"[874972, 1029743, 1082185, 1127831, 951590]"
1236,"[874972, 1029743, 1082185, 1106523, 1127831]"
1237,"[874972, 1029743, 1082185, 1127831, 951590]"
1238,"[874972, 12263788, 908531, 1101010, 995242]"
1239,"[874972, 1029743, 1127831, 1082185, 951590]"
1240,"[860248, 1119051, 895268, 1044259, 1126899]"
1241,"[849202, 949023, 921836, 1133018, 850102]"
1242,"[874972, 962568, 5591083, 1029743, 1082185]"
1243,"[874972, 1029743, 1082185, 1127831, 951590]"
1244,"[874972, 1029743, 1127831, 1082185, 951590]"
1245,"[874972, 1037840, 1003188, 981760, 1112205]"
1246,"[879734, 942045, 1064380, 1029743, 1082185]"
1247,"[874972, 961620, 826249, 1126899, 879755]"
1248,"[9832469, 6463464, 944466, 888054, 901460]"
1249,"[874972, 5574409, 1106523, 972931, 7025106]"
1250,"[874972, 1029743, 1082185, 1127831, 951590]"
1251,"[874972, 1029743, 1082185, 1127831, 951590]"
1252,"[874972, 970119, 1009368, 1025641, 1089954]"
1253,"[874972, 1082185, 1106523, 1127831, 951590]"
1254,"[874972, 1029743, 1082185, 1127831, 951590]"
1255,"[874972, 5580793, 1029743, 1082185, 1106523]"
1256,"[874972, 1082185, 1055504, 986912, 878996]"
1257,"[874972, 1058997, 1093113, 824005, 951412]"
1258,"[874972, 10121965, 883932, 847344, 1075074]"
1259,"[874972, 15926775, 917816, 1058997, 8177622]"
1260,"[874972, 947146, 848071, 1058997, 1092303]"
1261,"[874972, 12263788, 1013167, 860975, 840227]"
1262,"[874972, 821083, 856060, 1029743, 899624]"
1263,"[874972, 1029743, 1082185, 1106523, 1127831]"
1264,"[874972, 1029743, 1082185, 1106523, 1127831]"
1265,"[874972, 840361, 1099656, 995242, 860975]"
1266,"[836445, 1076875, 889731, 6602697, 973916]"
1267,"[12262830, 1119051, 9835509, 13842090, 862349]"
1268,"[874972, 1082185, 1106523, 1127831, 951590]"
1269,"[874972, 12524174, 12731714, 960984, 967395]"
1270,"[1000753, 1137688, 1024306, 1028816, 1106523]"
1271,"[874972, 894968, 1028995, 965842, 872137]"
1272,"[874972, 852360, 940947, 974766, 868764]"
1273,"[874972, 1029743, 1082185, 1127831, 951590]"
1274,"[874972, 989409, 13945244, 879504, 1070820]"
1275,"[874972, 1029743, 1082185, 1127831, 951590]"
1276,"[874972, 1029743, 1127831, 1082185, 951590]"
1277,"[874972, 5572738, 858373, 1006483, 8090521]"
1278,"[874972, 932298, 937845, 939527, 1103902]"
1279,"[874972, 1104649, 9676866, 1106523, 969866]"
1280,"[874972, 1058997, 7442180, 1029743, 1082185]"
1281,"[874972, 1028891, 872137, 913785, 837304]"
1282,"[874972, 952317, 9420312, 910673, 5585510]"
1283,"[874972, 1081177, 849843, 965766, 945611]"
1284,"[864893, 972931, 937928, 1106301, 15926886]"
1285,"[874972, 15926886, 1065593, 5569230, 13842214]"
1286,"[874972, 1029743, 1082185, 1127831, 951590]"
1287,"[874972, 1039156, 1082185, 862349, 899459]"
1288,"[874972, 1075214, 999971, 862349, 923746]"
1289,"[874972, 5580793, 1085604, 856772, 1105426]"
1290,"[874972, 934427, 1053690, 981760, 1101173]"
1291,"[874972, 1102959, 871611, 827047, 1060363]"
1292,"[874972, 1029743, 951590, 1082185, 1127831]"
1293,"[874972, 1124695, 940700, 969419, 1044078]"
1294,"[879734, 7024847, 13381584, 1126899, 5591154]"
1295,"[874972, 1029743, 1082185, 1106523, 1127831]"
1296,"[874972, 1016800, 6423911, 995242, 935578]"
1297,"[970747, 1081177, 893501, 1058997, 870515]"
1298,"[874972, 1021116, 1003188, 995242, 923746]"
1299,"[12810391, 820321, 13945244, 5591154, 834117]"
1300,"[874972, 1058997, 1092026, 9245108, 1082185]"
1301,"[874972, 1029743, 1082185, 1127831, 951590]"
1302,"[874972, 1082185, 1106523, 1127831, 951590]"
1303,"[906844, 879755, 14106445, 951412, 5591154]"
1304,"[874972, 931324, 1029743, 1082185, 1106523]"
1305,"[1103808, 982790, 826249, 1106523, 5569230]"
1306,"[874972, 1108131, 6602697, 7166861, 6034857]"
1307,"[874972, 1137688, 922127, 1110572, 5569230]"
1308,"[874972, 1082185, 1106523, 1127831, 951590]"
1309,"[874972, 1029743, 1082185, 1127831, 951590]"
1310,"[874972, 1058997, 5585510, 6034857, 985999]"
1311,"[874972, 1029743, 1082185, 1127831, 951590]"
1312,"[874972, 1114597, 9803810, 854852, 6039687]"
1313,"[1137346, 1048462, 1013407, 1029743, 6979803]"
1314,"[874972, 911974, 976864, 1102416, 6534077]"
1315,"[874972, 1029743, 1127831, 1082185, 951590]"
1316,"[874972, 1085604, 1029743, 1082185, 1106523]"
1317,"[874972, 1053690, 1138292, 827667, 1029743]"
1318,"[874972, 844740, 1094223, 925862, 1081189]"
1319,"[874972, 1058997, 874149, 8090440, 979707]"
1320,"[874972, 1082185, 1106523, 1127831, 951590]"
1321,"[947858, 1119399, 939636, 1133018, 923746]"
1322,"[874972, 1029743, 1082185, 1127831, 951590]"
1323,"[874972, 1029743, 1082185, 1127831, 951590]"
1324,"[874972, 5569230, 916122, 1029743, 1082185]"
1325,"[874972, 841309, 987724, 903325, 961554]"
1326,"[874972, 1110244, 868423, 1056509, 983584]"
1327,"[874972, 1029743, 1127831, 1082185, 951590]"
1328,"[1000753, 8090521, 1048727, 844165, 1106523]"
1329,"[874972, 995242, 1029743, 1082185, 1106523]"
1330,"[874972, 1133018, 819978, 962229, 856252]"
1331,"[874972, 1031316, 1029743, 1082185, 1106523]"
1332,"[874972, 1110572, 1029743, 1082185, 1106523]"
1333,"[948670, 7409670, 943169, 1126899, 888586]"
1334,"[1038663, 5585510, 916381, 879755, 896974]"
1335,"[874972, 1042571, 947326, 862349, 1009187]"
1336,"[874972, 8091550, 1104414, 856252, 935993]"
1337,"[874972, 6513604, 924804, 923670, 1092588]"
1338,"[874972, 1085604, 934427, 1098284, 1133018]"
1339,"[874972, 1029743, 1082185, 1127831, 951590]"
1340,"[874972, 896085, 834117, 948650, 1097418]"
1341,"[874972, 1029743, 1127831, 1082185, 951590]"
1342,"[874972, 949294, 852080, 1029743, 1082185]"
1343,"[874972, 1025581, 956902, 825994, 822524]"
1344,"[874972, 995242, 898847, 1082185, 840361]"
1345,"[874972, 1082185, 1127831, 1029743, 951590]"
1346,"[874972, 890610, 1029743, 1082185, 1106523]"
1347,"[849202, 888476, 1065593, 1107553, 1029743]"
1348,"[874972, 1029743, 951590, 1082185, 1127831]"
1349,"[874972, 1082185, 1127831, 1029743, 951590]"
1350,"[12731432, 1077588, 883404, 849843, 1029743]"
1351,"[874972, 1133018, 923746, 860975, 1029743]"
1352,"[874972, 986912, 862349, 871722, 900802]"
1353,"[12262830, 1039156, 1092588, 1057260, 8090521]"
1354,"[874972, 1135460, 998444, 995242, 1096036]"
1355,"[12262778, 926905, 1068719, 1009368, 1043590]"
1356,"[874972, 1137688, 956902, 862349, 1119051]"
1357,"[874972, 13511722, 860975, 1029743, 1082185]"
1358,"[874972, 8090537, 844165, 1029743, 1114597]"
1359,"[874972, 9677202, 12524323, 995242, 1002558]"
1360,"[874972, 1101010, 1082185, 988208, 1029743]"
1361,"[874972, 1022428, 1029743, 1082185, 1106523]"
1362,"[874972, 1024306, 1029743, 1082185, 1106523]"
1363,"[874972, 1055737, 1053690, 862010, 1110572]"
1364,"[874972, 1026118, 953180, 1029743, 1135834]"
1365,"[874972, 1029743, 1082185, 1127831, 951590]"
1366,"[874972, 1028816, 840361, 1126899, 1101010]"
1367,"[970866, 1028816, 1101010, 1070820, 8090536]"
1368,"[968072, 1037332, 1028816, 1070820, 1088147]"
1369,"[12731432, 1028816, 5563693, 1126899, 1119051]"
1370,"[1000753, 9676866, 1053875, 5563693, 8090539]"
1371,"[874972, 1106523, 1127831, 1082185, 951590]"
1372,"[874972, 1029743, 1127831, 1082185, 951590]"
1373,"[874972, 1029743, 1082185, 1106523, 1127831]"
1374,"[874972, 857902, 1133018, 1043590, 1093030]"
1375,"[874972, 1070820, 1011926, 835243, 1081177]"
1376,"[848029, 9884484, 1079023, 908531, 6534077]"
1377,"[874972, 1029743, 1082185, 1127831, 951590]"
1378,"[874972, 1028816, 916122, 5585510, 1082185]"
1379,"[825343, 1028816, 965772, 962229, 862732]"
1380,"[874972, 1115553, 1111072, 1029743, 1082185]"
1381,"[874972, 1133018, 1029743, 1082185, 1106523]"
1382,"[874972, 899624, 1052912, 1029743, 1082185]"
1383,"[874972, 913210, 12428017, 5585510, 5568249]"
1384,"[874972, 866211, 952317, 1133018, 923746]"
1385,"[899019, 1037894, 1127758, 953677, 890909]"
1386,"[874972, 1029743, 1082185, 1127831, 951590]"
1387,"[874972, 7025106, 869047, 1017369, 844165]"
1388,"[874972, 916381, 862682, 851468, 5570383]"
1389,"[874972, 919180, 1123720, 1058997, 838637]"
1390,"[874972, 1101010, 934369, 952317, 1085604]"
1391,"[938138, 5585510, 824005, 965772, 8090532]"
1392,"[874972, 1029743, 951590, 1082185, 1127831]"
1393,"[904997, 1110572, 6551782, 1126899, 901062]"
1394,"[874972, 1058997, 893501, 962229, 1082185]"
1395,"[874972, 870428, 1012587, 1058997, 1048462]"
1396,"[874972, 1127831, 951590, 1029743, 1082185]"
1397,"[874972, 1023958, 1130777, 7410071, 1058997]"
1398,"[874972, 1037840, 921836, 856772, 1068719]"
1399,"[874972, 5568072, 1029743, 1082185, 1106523]"
1400,"[874972, 1029743, 1082185, 1127831, 951590]"
1401,"[874972, 5592931, 10149640, 1128464, 896369]"
1402,"[874972, 849843, 1106523, 840361, 1029743]"
1403,"[874972, 1069979, 1135476, 5569230, 870547]"
1404,"[874972, 1082185, 1106523, 1127831, 951590]"
1405,"[899019, 995242, 8090537, 6034964, 1082212]"
1406,"[874972, 1119051, 8177622, 1136719, 12731544]"
1407,"[874972, 1106523, 5569230, 1082185, 1127831]"
1408,"[874972, 1029743, 1082185, 1106523, 1127831]"
1409,"[1021324, 1003188, 1101706, 1133018, 908531]"
1410,"[874972, 871756, 15926844, 1102959, 1029743]"
1411,"[874972, 1029743, 1082185, 1127831, 951590]"
1412,"[874972, 9835509, 885795, 8090539, 885290]"
1413,"[874972, 870547, 906262, 9187298, 1029743]"
1414,"[874972, 12781777, 898466, 8091550, 1043301]"
1415,"[874972, 1029743, 1082185, 1127831, 951590]"
1416,"[874972, 1029743, 1082185, 1127831, 951590]"
1417,"[10198378, 908531, 1077588, 1133018, 835243]"
1418,"[874972, 952317, 1101173, 951412, 956672]"
1419,"[1014732, 856252, 1129576, 962229, 8090521]"
1420,"[874972, 1106523, 1127831, 1082185, 951590]"
1421,"[874972, 6534035, 934399, 962229, 1053690]"
1422,"[874972, 1029743, 1082185, 1127831, 951590]"
1423,"[874972, 5981267, 1029743, 1082185, 1106523]"
1424,"[874972, 1106523, 951590, 1082185, 1127831]"
1425,"[874972, 1037894, 927291, 845193, 1101010]"
1426,"[956599, 1039156, 995242, 971922, 844165]"
1427,"[874972, 936914, 857130, 986912, 995242]"
1428,"[874972, 868548, 8181477, 5569327, 943233]"
1429,"[874972, 851865, 945611, 1058997, 906763]"
1430,"[906844, 846764, 847207, 1126899, 947798]"
1431,"[874972, 1082185, 1135476, 1110572, 5569230]"
1432,"[874972, 1082185, 1106523, 1127831, 951590]"
1433,"[874972, 1029743, 1082185, 1127831, 951590]"
1434,"[860248, 957736, 995965, 6979128, 854852]"
1435,"[874972, 1082185, 1106523, 1127831, 951590]"
1436,"[874972, 1029743, 1082185, 1127831, 951590]"
1437,"[12810464, 971949, 847982, 1093603, 856252]"
1438,"[874972, 1029743, 951590, 1082185, 1127831]"
1439,"[874972, 1029743, 1082185, 1127831, 951590]"
1440,"[1000753, 5570408, 827667, 8090521, 1106523]"
1441,"[874972, 1029743, 1082185, 1127831, 951590]"
1442,"[874972, 1029743, 1082185, 1127831, 951590]"
1443,"[906844, 842140, 833025, 9527350, 1029743]"
1444,"[874972, 1082185, 1106523, 1127831, 951590]"
1445,"[874972, 5585510, 968936, 8090509, 1005456]"
1446,"[874972, 1029743, 1082185, 1127831, 951590]"
1447,"[874972, 1016800, 847049, 1029743, 5569327]"
1448,"[874972, 1106523, 1127831, 1082185, 951590]"
1449,"[874972, 1082185, 1127831, 1029743, 951590]"
1450,"[874972, 858373, 7409874, 1002558, 1101725]"
1451,"[874972, 995816, 895295, 862349, 1092026]"
1452,"[1013928, 1058779, 1029743, 1082185, 1106523]"
1453,"[825343, 867547, 12984227, 1110572, 12171656]"
1454,"[874972, 909714, 1053176, 995242, 1137775]"
1455,"[874972, 1029743, 1082185, 1127831, 951590]"
1456,"[874972, 1029743, 1127831, 1082185, 951590]"
1457,"[874972, 1133018, 946839, 1044078, 987724]"
1458,"[874972, 1026118, 5568378, 976199, 12988031]"
1459,"[874972, 1043920, 936355, 830887, 825731]"
1460,"[874972, 1029743, 1082185, 1127831, 951590]"
1461,"[874972, 972665, 15926886, 5570383, 999779]"
1462,"[874972, 6034857, 1098844, 1028816, 995242]"
1463,"[874972, 10344585, 878996, 1037332, 986912]"
1464,"[938138, 1119399, 957741, 1133018, 978077]"
1465,"[874972, 9859182, 989157, 1029743, 1082185]"
1466,"[874972, 827180, 1029743, 1082185, 1106523]"
1467,"[874972, 834103, 951412, 986912, 5569327]"
1468,"[874972, 1029743, 1082185, 1127831, 951590]"
1469,"[874972, 1082185, 951590, 1029743, 1127831]"
1470,"[874972, 833724, 5590613, 862349, 1063739]"
1471,"[874972, 862349, 908531, 1073150, 1082185]"
1472,"[874972, 1082185, 1106523, 1127831, 951590]"
1473,"[874972, 12132648, 895268, 1126899, 1026258]"
1474,"[874972, 5569792, 924804, 1133018, 1053690]"
1475,"[1038663, 962266, 1062572, 1057260, 1070820]"
1476,"[1057749, 825541, 1081177, 1058997, 1088147]"
1477,"[874972, 1082185, 1106523, 1127831, 951590]"
1478,"[874972, 1029743, 1082185, 1127831, 951590]"
1479,"[874972, 1126899, 944836, 977374, 879755]"
1480,"[874972, 1029743, 1082185, 1106523, 1127831]"
1481,"[874972, 1110031, 6633273, 1044078, 1068719]"
1482,"[874972, 1029743, 1082185, 1127831, 951590]"
1483,"[1000753, 1139525, 9881592, 1070820, 1110572]"
1484,"[874972, 1106523, 989275, 968936, 944836]"
1485,"[1038663, 888543, 905817, 13842214, 1106523]"
1486,"[874972, 1029743, 1082185, 1127831, 951590]"
1487,"[874972, 916381, 6553737, 940947, 5569230]"
1488,"[874972, 1093603, 5591154, 1126899, 1053690]"
1489,"[849202, 868548, 1039156, 965530, 856252]"
1490,"[1000753, 12731436, 13007912, 995242, 981760]"
1491,"[981677, 1116096, 943076, 1053690, 847066]"
1492,"[874972, 972312, 1106301, 8090539, 1029743]"
1493,"[874972, 908531, 1029743, 1082185, 1106523]"
1494,"[874972, 883404, 852856, 995242, 1002558]"
1495,"[874972, 1106301, 9926758, 6534077, 854852]"
1496,"[874972, 1082185, 1106523, 1127831, 951590]"
1497,"[874972, 1029743, 1082185, 1127831, 951590]"
1498,"[874972, 1029743, 951590, 1082185, 1127831]"
